Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Sales_Method,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Men's Apparel,Online,45,225,101250,30375,
Foot Locker,1128299,23-01-2021,West,Idaho,Boise,Women's Apparel,Online,40,425,170000,42500,
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Street Footwear,Online,30,475,142500,49875,
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Men's Athletic Footwear,Online,40,375,150000,60000,
Foot Locker,1128299,23-02-2021,West,Idaho,Boise,Women's Street Footwear,Online,40,375,150000,52500,
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,40,225,90000,31500,
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Men's Apparel,Online,45,150,67500,20250,
Foot Locker,1128299,23-02-2021,West,Arizona,Phoenix,Women's Apparel,Online,40,350,140000,35000,
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,40,500,200000,70000,
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,50,350,175000,70000,
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,50,350,175000,61250,
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,50,225,112500,39375,
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,125,68750,20625,
Foot Locker,1128299,22-03-2021,West,Arizona,Phoenix,Women's Apparel,Online,50,325,162500,40625,
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,50,500,250000,87500,
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,55,300,165000,66000,
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,55,350,192500,67375,
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,50,250,125000,43750,
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,150,82500,24750,
Foot Locker,1128299,23-04-2021,West,Arizona,Phoenix,Women's Apparel,Online,70,325,227500,56875,
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,50,525,262500,91875,
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,55,375,206250,82500,
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,55,400,220000,77000,
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,50,300,150000,52500,
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,200,110000,33000,
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Women's Apparel,Online,70,375,262500,65625,
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,50,625,312500,109375,
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,55,475,261250,104500,
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,55,475,261250,91437.5,
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,50,350,175000,61250,
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,225,123750,37125,
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Apparel,Online,70,525,367500,91875,
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,50,675,337500,118125,
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,55,525,288750,115500,
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,55,475,261250,91437.5,
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,50,375,187500,65625,
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,425,233750,70125,
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Women's Apparel,Online,70,425,297500,74375,
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,55,625,343750,120312.5,
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,60,575,345000,138000,
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,55,450,247500,86625,
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,55,400,220000,77000,
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Men's Apparel,Online,65,400,260000,78000,
Foot Locker,1128299,23-08-2021,West,Arizona,Phoenix,Women's Apparel,Online,70,375,262500,65625,
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,45,575,258750,90562.5,
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,50,575,287500,115000,
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,45,425,191250,66937.5,
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,45,375,168750,59062.5,
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,375,206250,61875,
Foot Locker,1128299,24-09-2021,West,Arizona,Phoenix,Women's Apparel,Online,60,425,255000,63750,
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,45,500,225000,78750,
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,50,500,250000,100000,
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,45,325,146250,51187.5,
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,45,300,135000,47250,
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,275,151250,45375,
Foot Locker,1128299,23-10-2021,West,Arizona,Phoenix,Women's Apparel,Online,60,325,195000,48750,
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,45,500,225000,78750,
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,50,525,262500,105000,
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,45,375,168750,59062.5,
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,45,350,157500,55125,
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,300,165000,49500,
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Women's Apparel,Online,60,425,255000,63750,
Foot Locker,1128299,22-12-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,45,625,281250,98437.5,
Foot Locker,1128299,22-12-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,50,625,312500,125000,
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,45,425,191250,66937.5,
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,45,425,191250,66937.5,
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Men's Apparel,Online,55,350,192500,57750,
Kohl's,1128299,22-12-2021,West,Arizona,Phoenix,Women's Apparel,Online,60,450,270000,67500,
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,35,475,166250,58187.5,
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,45,475,213750,85500,
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,45,475,213750,74812.5,
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Women's Athletic Footwear,Online,45,325,146250,51187.5,
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Men's Apparel,Online,50,275,137500,41250,
Kohl's,1128299,26-01-2021,West,Arizona,Phoenix,Women's Apparel,Online,45,475,213750,53437.5,
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Men's Street Footwear,Online,35,525,183750,64312.5,
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Men's Athletic Footwear,Online,45,425,191250,76500,
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Women's Street Footwear,Online,45,425,191250,66937.5,
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,45,275,123750,43312.5,
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,50,200,100000,30000,
Kohl's,1128299,26-02-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,45,400,180000,45000,
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,45,550,247500,86625,
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,55,400,220000,88000,
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,55,400,220000,77000,
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,55,275,151250,52937.5,
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,175,105000,31500,
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,55,375,206250,51562.5,
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,55,550,302500,105875,
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,60,350,210000,84000,
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,400,240000,84000,
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,55,300,165000,57750,
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,200,120000,36000,
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,375,281250,70312.5,
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,55,575,316250,110687.5,
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,60,425,255000,102000,
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,450,270000,94500,
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,55,350,192500,67375,
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,250,150000,45000,
Kohl's,1128299,27-05-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,425,318750,79687.5,
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,55,700,385000,134750,
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,60,550,330000,132000,
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,550,330000,115500,
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,55,425,233750,81812.5,
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,300,180000,54000,
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,600,450000,112500,
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,55,750,412500,144375,
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,60,600,360000,144000,
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,550,330000,115500,
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,55,450,247500,86625,
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,500,300000,90000,
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,500,375000,93750,
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,60,700,420000,147000,
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,65,650,422500,169000,
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,525,315000,110250,
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,60,475,285000,99750,
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,70,475,332500,99750,
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,450,337500,84375,
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,50,625,312500,109375,
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,55,625,343750,137500,
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,50,475,237500,83125,
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,50,425,212500,74375,
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,425,255000,76500,
Kohl's,1128299,27-09-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,65,475,308750,77187.5,
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,50,550,275000,96250,
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,55,550,302500,121000,
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,50,375,187500,65625,
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,50,350,175000,61250,
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,60,325,195000,58500,
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,375,281250,70312.5,
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,60,550,330000,115500,
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,65,600,390000,156000,
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,450,270000,94500,
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,60,425,255000,89250,
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,70,375,262500,78750,
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,500,375000,93750,
Kohl's,1128299,25-12-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,60,700,420000,147000,
Kohl's,1128299,25-12-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,65,700,455000,182000,
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,60,500,300000,105000,
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,60,500,300000,105000,
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,70,425,297500,89250,
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,75,525,393750,98437.5,
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,30,450,135000,54000,
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,40,450,180000,72000,
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,40,450,180000,63000,
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,Online,40,300,120000,48000,
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Men's Apparel,Online,45,250,112500,39375,
Sports Direct,1128299,13-01-2021,West,New Mexico,Albuquerque,Women's Apparel,Online,40,450,180000,45000,
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Men's Street Footwear,Online,30,500,150000,60000,
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,Online,40,400,160000,64000,
Sports Direct,1128299,13-02-2021,West,New Mexico,Albuquerque,Women's Street Footwear,Online,40,400,160000,56000,
Sports Direct,1128299,13-02-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,Online,40,250,100000,40000,
Sports Direct,1128299,13-02-2021,Southeast,Georgia,Atlanta,Men's Apparel,Online,45,175,78750,27562.5,
Sports Direct,1128299,13-02-2021,Southeast,Georgia,Atlanta,Women's Apparel,Online,40,375,150000,37500,
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,Online,40,525,210000,84000,
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,Online,50,375,187500,75000,
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,Online,50,375,187500,65625,
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,Online,50,250,125000,50000,
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Men's Apparel,Online,55,150,82500,28875,
Sports Direct,1128299,12/3/2021,Southeast,Georgia,Atlanta,Women's Apparel,Online,50,350,175000,43750,
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,Online,50,525,262500,105000,
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,Online,55,325,178750,71500,
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,Online,55,375,206250,72187.5,
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,Online,50,275,137500,55000,
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Apparel,Online,55,175,96250,33687.5,
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Women's Apparel,Online,70,350,245000,61250,
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,Online,50,550,275000,110000,
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,Online,55,400,220000,88000,
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,Online,55,425,233750,81812.5,
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,Online,50,325,162500,65000,
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Apparel,Online,55,225,123750,43312.5,
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Women's Apparel,Online,70,400,280000,70000,
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,Online,50,675,337500,135000,
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,Online,55,525,288750,115500,
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,Online,55,525,288750,101062.5,
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,Online,50,400,200000,80000,
