invoice_no,invoice_date,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I157573,11-01-16,34,Food & Beverage,5,26.15,19.6125,Credit Card,East,Pennsylvania,Mall of Istanbul
I335487,11-01-16,63,Toys,4,143.36,114.688,Credit Card,West,California,Mall of Istanbul
I127352,11-01-16,27,Clothing,1,300.08,225.06,Credit Card,West,California,Istinye Park
I206794,11-01-16,46,Technology,1,1050,945,Cash,East,New York,Kanyon
I718908,11-01-16,19,Shoes,5,3000.85,2700.765,Credit Card,East,New York,Metropol AVM
I328343,11-01-16,64,Toys,2,71.68,50.176,Cash,East,Massachusetts,Kanyon
I302464,11-01-16,30,Clothing,4,1200.32,1140.304,Credit Card,East,Massachusetts,Metrocity
I136227,11-01-16,58,Clothing,2,600.16,450.12,Cash,East,Massachusetts,Metropol AVM
I178536,11-01-16,27,Clothing,1,300.08,225.06,Cash,West,Arizona,Mall of Istanbul
I234851,11-01-16,67,Clothing,1,300.08,225.06,Credit Card,West,Arizona,Istinye Park
I241161,11-01-16,38,Food & Beverage,1,5.23,3.661,Cash,West,Arizona,Metrocity
I201046,11-01-16,56,Cosmetics,3,121.98,91.485,Debit Card,West,Arizona,Metrocity
I121854,11-01-16,55,Food & Beverage,4,20.92,15.69,Cash,West,Arizona,Metrocity
I590868,11-01-16,52,Clothing,2,600.16,450.12,Cash,West,Arizona,Metropol AVM
I425587,11-01-16,53,Clothing,2,600.16,450.12,Cash,West,Arizona,Metrocity
I276277,11-01-16,20,Cosmetics,1,40.66,28.462,Cash,East,New York,Istinye Park
I196395,11-01-16,28,Food & Beverage,2,10.46,7.322,Credit Card,East,New York,Kanyon
I178271,11-01-16,47,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Metrocity
I105311,11-01-16,49,Shoes,4,2400.68,2280.646,Cash,Central,Texas,Kanyon
I811674,11-01-16,61,Clothing,1,300.08,225.06,Debit Card,Central,Texas,Zorlu Center
I185282,11-01-16,18,Clothing,5,1500.4,1425.38,Credit Card,West,California,Kanyon
I199518,11-01-16,58,Clothing,4,1200.32,1140.304,Credit Card,East,Delaware,Istinye Park
I258785,11-01-16,28,Toys,3,107.52,80.64,Cash,East,New York,Kanyon
I689538,11-01-16,33,Clothing,4,1200.32,1140.304,Cash,East,New York,Zorlu Center
I243575,11-01-16,55,Souvenir,3,35.19,24.633,Cash,Central,Texas,Kanyon
I152656,11-01-16,59,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Istinye Park
I149685,11-01-16,38,Books,1,15.15,10.605,Credit Card,Central,Texas,Mall of Istanbul
I624887,11-01-16,41,Shoes,4,2400.68,2280.646,Debit Card,South,Virginia,Mall of Istanbul
I269552,11-01-16,53,Food & Beverage,1,5.23,3.661,Credit Card,Central,Illinois,Viaport Outlet
I214406,11-01-16,23,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Viaport Outlet
I113339,11-01-16,30,Food & Beverage,5,26.15,19.6125,Debit Card,Central,Texas,Zorlu Center
I160943,11-01-16,45,Clothing,2,600.16,450.12,Credit Card,West,Washington,Viaport Outlet
I324302,11-01-16,37,Shoes,4,2400.68,2280.646,Cash,West,Washington,Viaport Outlet
I972246,11-01-16,66,Shoes,5,3000.85,2700.765,Credit Card,West,Washington,Kanyon
I572600,11-01-16,57,Clothing,4,1200.32,1140.304,Cash,West,Washington,Kanyon
I158162,11-01-16,44,Toys,3,107.52,80.64,Credit Card,West,Washington,Kanyon
I537131,11-01-16,23,Cosmetics,5,203.3,162.64,Debit Card,Central,Michigan,Metropol AVM
I297237,11-01-16,61,Shoes,1,600.17,450.1275,Cash,East,Pennsylvania,Metrocity
I244651,11-01-16,46,Clothing,4,1200.32,1140.304,Credit Card,Central,Illinois,Kanyon
I240450,11-01-16,61,Clothing,1,300.08,225.06,Debit Card,Central,Illinois,Mall of Istanbul
I516241,11-01-16,47,Books,5,75.75,56.8125,Cash,West,Washington,Viaport Outlet
I181086,11-01-16,55,Food & Beverage,2,10.46,7.322,Debit Card,West,Washington,Kanyon
I291832,11-01-16,28,Cosmetics,3,121.98,91.485,Credit Card,South,Florida,Kanyon
I168837,11-01-16,52,Food & Beverage,2,10.46,7.322,Credit Card,South,Tennessee,Metrocity
I235430,11-01-16,34,Clothing,4,1200.32,1140.304,Debit Card,South,Tennessee,Mall of Istanbul
I479426,11-01-16,43,Shoes,5,3000.85,2700.765,Credit Card,Central,Illinois,Viaport Outlet
I225810,11-01-16,38,Clothing,2,600.16,450.12,Credit Card,Central,Texas,Metropol AVM
I314896,11-01-16,63,Cosmetics,2,81.32,56.924,Debit Card,West,California,Kanyon
I119728,11-01-16,43,Clothing,1,300.08,225.06,Cash,West,California,Metrocity
I172357,11-01-16,32,Cosmetics,4,162.64,130.112,Cash,West,California,Kanyon
I106411,11-01-16,23,Food & Beverage,2,10.46,7.322,Debit Card,South,Florida,Metrocity
I360989,11-01-16,29,Shoes,3,1800.51,1620.459,Credit Card,East,Pennsylvania,Metropol AVM
I397266,11-01-16,59,Cosmetics,4,162.64,130.112,Credit Card,East,Pennsylvania,Zorlu Center
I508931,11-01-16,37,Clothing,1,300.08,225.06,Cash,South,Alabama,Kanyon
I339234,11-01-16,34,Clothing,4,1200.32,1140.304,Cash,South,Alabama,Metrocity
I288609,11-01-16,22,Books,4,60.6,45.45,Cash,Central,Iowa,Viaport Outlet
I262373,11-01-16,44,Toys,3,107.52,80.64,Credit Card,Central,Iowa,Istinye Park
I246507,11-01-16,45,Cosmetics,5,203.3,162.64,Debit Card,West,California,Zorlu Center
I273516,11-01-16,55,Shoes,5,3000.85,2700.765,Debit Card,West,California,Mall of Istanbul
I720093,11-01-16,48,Technology,1,1050,945,Cash,West,California,Mall of Istanbul
I280362,11-01-16,69,Clothing,1,300.08,225.06,Credit Card,Central,Iowa,Metrocity
I202725,11-01-16,47,Cosmetics,2,81.32,56.924,Cash,Central,Iowa,Istinye Park
I121270,11-01-16,39,Food & Beverage,4,20.92,15.69,Debit Card,South,Virginia,Mall of Istanbul
I804074,11-01-16,39,Shoes,5,3000.85,2700.765,Cash,South,Virginia,Mall of Istanbul
I221385,11-01-16,26,Toys,4,143.36,114.688,Credit Card,South,Virginia,Metropol AVM
I204962,11-01-16,41,Food & Beverage,5,26.15,19.6125,Cash,South,Virginia,Mall of Istanbul
I269482,11-01-16,62,Cosmetics,4,162.64,130.112,Credit Card,South,Virginia,Mall of Istanbul
I251179,11-01-16,39,Cosmetics,2,81.32,56.924,Credit Card,South,North Carolina,Zorlu Center
I152681,11-01-16,22,Clothing,3,900.24,675.18,Cash,South,North Carolina,Viaport Outlet
I297470,11-01-16,26,Food & Beverage,1,5.23,3.661,Cash,East,New York,Metropol AVM
I237677,11-01-16,60,Food & Beverage,4,20.92,15.69,Debit Card,East,Ohio,Metropol AVM
I889893,11-01-16,35,Clothing,1,300.08,225.06,Cash,Central,Iowa,Istinye Park
I335112,11-01-16,30,Clothing,4,1200.32,1140.304,Credit Card,Central,Iowa,Mall of Istanbul
I105053,11-01-16,58,Toys,1,35.84,25.088,Credit Card,West,California,Istinye Park
I955630,11-01-16,26,Food & Beverage,1,5.23,3.661,Credit Card,West,California,Kanyon
I837483,11-01-16,48,Clothing,3,900.24,675.18,Cash,West,California,Kanyon
I314599,11-01-16,57,Food & Beverage,2,10.46,7.322,Cash,West,California,Istinye Park
I178922,11-01-16,18,Technology,2,2100,1890,Credit Card,Central,Michigan,Kanyon
I175744,11-01-16,36,Clothing,5,1500.4,1425.38,Credit Card,West,California,Zorlu Center
I280775,11-01-16,39,Food & Beverage,2,10.46,7.322,Cash,West,California,Kanyon
I778196,11-01-16,59,Toys,4,143.36,114.688,Cash,Central,Texas,Viaport Outlet
I215139,11-01-16,36,Clothing,4,1200.32,1140.304,Debit Card,East,New York,Istinye Park
I308803,11-01-16,50,Shoes,3,1800.51,1620.459,Debit Card,West,Arizona,Metrocity
I922082,11-01-16,48,Clothing,2,600.16,450.12,Cash,West,Arizona,Kanyon
I330137,11-01-16,21,Clothing,4,1200.32,1140.304,Cash,West,California,Istinye Park
I565813,11-01-16,33,Food & Beverage,3,15.69,10.983,Debit Card,East,Pennsylvania,Istinye Park
I290510,11-01-16,33,Shoes,1,600.17,450.1275,Debit Card,East,Pennsylvania,Mall of Istanbul
I240898,11-01-16,30,Shoes,3,1800.51,1620.459,Credit Card,East,Pennsylvania,Zorlu Center
I110269,11-01-16,28,Shoes,5,3000.85,2700.765,Cash,East,Pennsylvania,Zorlu Center
I285827,11-01-16,39,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Mall of Istanbul
I190016,11-01-16,24,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Zorlu Center
I169719,11-01-16,26,Toys,1,35.84,25.088,Credit Card,Central,Texas,Metropol AVM
I199471,11-01-16,34,Food & Beverage,3,15.69,10.983,Debit Card,Central,Texas,Metrocity
I134323,11-01-16,31,Food & Beverage,4,20.92,15.69,Cash,Central,Texas,Mall of Istanbul
I588753,11-01-16,61,Technology,2,2100,1890,Debit Card,Central,Texas,Istinye Park
I264804,11-01-16,58,Clothing,5,1500.4,1425.38,Cash,East,New York,Kanyon
I156620,11-01-16,60,Clothing,3,900.24,675.18,Credit Card,East,New York,Zorlu Center
I203057,11-01-16,31,Clothing,5,1500.4,1425.38,Cash,South,Alabama,Istinye Park
I114638,11-01-16,61,Clothing,3,900.24,675.18,Credit Card,West,California,Metrocity
I143122,11-01-16,40,Food & Beverage,1,5.23,3.661,Debit Card,West,California,Mall of Istanbul
I173941,11-01-16,49,Cosmetics,1,40.66,28.462,Cash,East,New York,Istinye Park
I288375,11-01-16,26,Food & Beverage,1,5.23,3.661,Credit Card,East,New York,Metrocity
I194969,11-01-16,42,Technology,1,1050,945,Credit Card,Central,Texas,Zorlu Center
I166800,11-01-16,63,Clothing,5,1500.4,1425.38,Cash,West,California,Metropol AVM
I984197,11-01-16,50,Shoes,5,3000.85,2700.765,Debit Card,West,California,Viaport Outlet
I190735,11-01-16,28,Shoes,4,2400.68,2280.646,Credit Card,South,Tennessee,Viaport Outlet
I556948,11-01-16,50,Clothing,3,900.24,675.18,Debit Card,South,Tennessee,Mall of Istanbul
I780799,11-01-16,25,Clothing,5,1500.4,1425.38,Credit Card,South,Tennessee,Kanyon
I309290,11-01-16,21,Shoes,4,2400.68,2280.646,Cash,East,New York,Metropol AVM
I189760,11-01-16,41,Clothing,3,900.24,675.18,Debit Card,East,New York,Kanyon
I515323,11-01-16,56,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Mall of Istanbul
I159249,11-01-16,45,Clothing,3,900.24,675.18,Cash,Central,Texas,Istinye Park
I579439,11-01-16,24,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Metropol AVM
I136596,11-01-16,31,Food & Beverage,3,15.69,10.983,Debit Card,Central,Texas,Kanyon
I324641,11-01-16,44,Food & Beverage,1,5.23,3.661,Cash,Central,Texas,Zorlu Center
I221053,11-01-16,64,Technology,3,3150,2677.5,Cash,Central,Texas,Viaport Outlet
I222114,11-01-16,35,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Istinye Park
I293804,11-01-16,44,Food & Beverage,3,15.69,10.983,Debit Card,Central,Illinois,Kanyon
I101219,11-01-16,52,Books,1,15.15,10.605,Credit Card,Central,Illinois,Kanyon
I321934,11-01-16,57,Cosmetics,1,40.66,28.462,Cash,Central,Illinois,Istinye Park
I619435,11-01-16,53,Clothing,2,600.16,450.12,Cash,West,California,Metropol AVM
I206468,11-01-16,65,Food & Beverage,2,10.46,7.322,Cash,West,California,Metrocity
I187650,11-01-16,47,Technology,5,5250,4725,Debit Card,West,California,Istinye Park
I265820,11-01-16,50,Toys,4,143.36,114.688,Cash,West,California,Zorlu Center
I546559,11-01-16,35,Cosmetics,3,121.98,91.485,Debit Card,West,California,Viaport Outlet
I501896,11-01-16,30,Food & Beverage,2,10.46,7.322,Cash,West,California,Metrocity
I301866,11-01-16,30,Technology,4,4200,3780,Credit Card,West,California,Metropol AVM
I641820,11-01-16,55,Cosmetics,2,81.32,56.924,Cash,East,Massachusetts,Istinye Park
I130155,11-01-16,35,Clothing,2,600.16,450.12,Credit Card,East,Massachusetts,Metrocity
I292548,11-01-16,63,Food & Beverage,3,15.69,10.983,Credit Card,East,Massachusetts,Metropol AVM
I742453,11-01-16,51,Clothing,5,1500.4,1425.38,Cash,East,Massachusetts,Istinye Park
I216407,11-01-16,36,Clothing,1,300.08,225.06,Cash,East,Massachusetts,Kanyon
I250710,11-01-16,45,Cosmetics,5,203.3,162.64,Cash,East,Massachusetts,Metrocity
I214664,11-01-16,48,Clothing,3,900.24,675.18,Cash,West,California,Istinye Park
I243749,11-01-16,21,Books,5,75.75,56.8125,Credit Card,Central,Illinois,Kanyon
I651781,11-01-16,33,Books,2,30.3,21.21,Cash,West,Washington,Mall of Istanbul
I313279,11-01-16,50,Technology,2,2100,1890,Cash,East,New York,Mall of Istanbul
I243106,11-01-16,20,Cosmetics,2,81.32,56.924,Credit Card,West,California,Mall of Istanbul
I142153,11-01-16,59,Food & Beverage,1,5.23,3.661,Debit Card,West,California,Zorlu Center
I144811,11-01-16,62,Clothing,1,300.08,225.06,Cash,East,Delaware,Metropol AVM
I247765,11-01-16,48,Clothing,1,300.08,225.06,Debit Card,East,Delaware,Kanyon
I298560,11-01-16,52,Food & Beverage,5,26.15,19.6125,Debit Card,East,Delaware,Istinye Park
I893853,11-01-16,59,Clothing,2,600.16,450.12,Cash,East,Delaware,Istinye Park
I306488,11-01-16,34,Food & Beverage,1,5.23,3.661,Cash,Central,Illinois,Metropol AVM
I229903,11-01-16,29,Clothing,2,600.16,450.12,Debit Card,Central,Illinois,Kanyon
I249778,11-01-16,59,Clothing,1,300.08,225.06,Cash,Central,Illinois,Metropol AVM
I353378,11-01-16,29,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Kanyon
I134740,11-01-16,40,Toys,5,179.2,143.36,Debit Card,East,New York,Viaport Outlet
I945015,11-01-16,47,Clothing,1,300.08,225.06,Debit Card,East,Massachusetts,Zorlu Center
I233894,11-01-16,31,Clothing,3,900.24,675.18,Cash,East,Massachusetts,Kanyon
I125370,11-01-16,45,Cosmetics,1,40.66,28.462,Credit Card,Central,Texas,Metropol AVM
I502940,11-01-16,22,Clothing,3,900.24,675.18,Credit Card,West,California,Istinye Park
I113818,11-01-16,25,Clothing,3,900.24,675.18,Credit Card,Central,Texas,Istinye Park
I382271,11-01-16,27,Food & Beverage,2,10.46,7.322,Credit Card,Central,Texas,Kanyon
I136769,11-01-16,35,Cosmetics,5,203.3,162.64,Cash,West,Idaho,Viaport Outlet
I628122,11-01-16,63,Shoes,2,1200.34,1080.306,Credit Card,West,Idaho,Zorlu Center
I206106,11-01-16,66,Food & Beverage,2,10.46,7.322,Debit Card,Central,Iowa,Metropol AVM
I134425,11-01-16,69,Shoes,3,1800.51,1620.459,Cash,West,California,Kanyon
I327800,11-01-16,67,Clothing,2,600.16,450.12,Credit Card,West,California,Zorlu Center
I295323,11-01-16,53,Toys,4,143.36,114.688,Cash,East,New York,Istinye Park
I215822,11-01-16,21,Cosmetics,1,40.66,28.462,Credit Card,East,New York,Mall of Istanbul
I407536,11-01-16,21,Clothing,3,900.24,675.18,Cash,East,New York,Mall of Istanbul
I262443,11-01-16,36,Souvenir,3,35.19,24.633,Cash,East,New York,Viaport Outlet
I184251,11-01-16,46,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Kanyon
I107001,11-01-16,61,Technology,5,5250,4725,Cash,Central,Texas,Mall of Istanbul
I254249,11-01-16,32,Clothing,2,600.16,450.12,Debit Card,Central,Texas,Metrocity
I302154,11-01-16,67,Cosmetics,3,121.98,91.485,Cash,East,Pennsylvania,Mall of Istanbul
I264706,11-01-16,54,Clothing,3,900.24,675.18,Debit Card,South,Florida,Kanyon
I132113,11-01-16,47,Souvenir,2,23.46,16.422,Credit Card,East,New York,Viaport Outlet
I282873,11-01-16,54,Souvenir,4,46.92,35.19,Debit Card,East,New York,Istinye Park
I313574,11-01-16,22,Clothing,5,1500.4,1425.38,Cash,East,New York,Viaport Outlet
I248407,11-01-16,28,Shoes,4,2400.68,2280.646,Cash,South,North Carolina,Mall of Istanbul
I104573,11-01-16,26,Clothing,3,900.24,675.18,Cash,South,North Carolina,Metropol AVM
I197646,11-01-16,43,Clothing,5,1500.4,1425.38,Cash,South,North Carolina,Zorlu Center
I881924,11-01-16,18,Books,3,45.45,31.815,Debit Card,South,North Carolina,Viaport Outlet
I190002,11-01-16,58,Food & Beverage,1,5.23,3.661,Credit Card,South,North Carolina,Viaport Outlet
I239976,11-01-16,43,Clothing,1,300.08,225.06,Cash,Central,Texas,Metrocity
I141042,11-01-16,61,Clothing,4,1200.32,1140.304,Cash,West,Washington,Viaport Outlet
I149051,11-01-16,24,Shoes,3,1800.51,1620.459,Credit Card,West,Washington,Kanyon
I875766,11-01-16,62,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Kanyon
I177102,11-01-16,23,Technology,4,4200,3780,Cash,East,Pennsylvania,Mall of Istanbul
I236072,11-01-16,50,Clothing,5,1500.4,1425.38,Debit Card,Central,Indiana,Istinye Park
I902458,11-01-16,65,Cosmetics,2,81.32,56.924,Debit Card,Central,Indiana,Mall of Istanbul
I881430,11-01-16,56,Cosmetics,5,203.3,162.64,Credit Card,Central,Indiana,Kanyon
I140837,11-01-16,59,Clothing,2,600.16,450.12,Cash,South,Kentucky,Metrocity
I242381,11-01-16,18,Clothing,5,1500.4,1425.38,Credit Card,South,Kentucky,Viaport Outlet
I264363,11-01-16,58,Cosmetics,4,162.64,130.112,Credit Card,South,Kentucky,Istinye Park
I250876,11-01-16,27,Cosmetics,1,40.66,28.462,Credit Card,South,Kentucky,Metrocity
I103924,11-01-16,68,Clothing,2,600.16,450.12,Credit Card,Central,Illinois,Mall of Istanbul
I310777,11-01-16,52,Toys,2,71.68,50.176,Credit Card,Central,Texas,Kanyon
I184855,11-01-16,36,Clothing,5,1500.4,1425.38,Credit Card,West,California,Kanyon
I207496,11-01-16,66,Toys,3,107.52,80.64,Credit Card,East,Ohio,Metropol AVM
I200969,11-01-16,47,Clothing,3,900.24,675.18,Cash,East,Ohio,Viaport Outlet
I169184,11-01-16,63,Clothing,2,600.16,450.12,Cash,East,Ohio,Mall of Istanbul
I596317,11-01-16,36,Technology,5,5250,4725,Credit Card,East,Ohio,Istinye Park
I596743,11-01-16,56,Clothing,3,900.24,675.18,Debit Card,East,Ohio,Istinye Park
I276351,11-01-16,20,Souvenir,4,46.92,35.19,Credit Card,West,California,Mall of Istanbul
I213331,11-01-16,54,Shoes,4,2400.68,2280.646,Cash,West,California,Kanyon
I870712,11-01-16,28,Cosmetics,3,121.98,91.485,Debit Card,West,California,Mall of Istanbul
I126422,11-01-16,42,Clothing,3,900.24,675.18,Cash,West,California,Viaport Outlet
I137820,11-01-16,57,Food & Beverage,2,10.46,7.322,Credit Card,West,California,Mall of Istanbul
I263833,11-01-16,56,Cosmetics,5,203.3,162.64,Credit Card,Central,Iowa,Metrocity
I294948,11-01-16,56,Clothing,4,1200.32,1140.304,Debit Card,Central,Iowa,Kanyon
I286305,11-01-16,25,Food & Beverage,2,10.46,7.322,Debit Card,West,Colorado,Mall of Istanbul
I361442,11-01-16,39,Cosmetics,4,162.64,130.112,Cash,West,Colorado,Istinye Park
I144679,11-01-16,18,Toys,4,143.36,114.688,Cash,East,New York,Istinye Park
I214244,11-01-16,56,Cosmetics,2,81.32,56.924,Credit Card,West,California,Kanyon
I199321,11-01-16,24,Cosmetics,5,203.3,162.64,Cash,West,California,Istinye Park
I915618,11-01-16,29,Clothing,4,1200.32,1140.304,Credit Card,West,California,Mall of Istanbul
I206537,11-01-16,38,Cosmetics,5,203.3,162.64,Credit Card,West,California,Kanyon
I253974,11-01-16,19,Souvenir,4,46.92,35.19,Credit Card,West,California,Zorlu Center
I195880,11-01-16,67,Books,3,45.45,31.815,Cash,Central,Iowa,Kanyon
I146450,11-01-16,65,Toys,3,107.52,80.64,Credit Card,Central,Iowa,Istinye Park
I181460,11-01-16,21,Cosmetics,3,121.98,91.485,Credit Card,East,Ohio,Viaport Outlet
I282769,11-01-16,59,Clothing,4,1200.32,1140.304,Cash,East,Ohio,Istinye Park
I679731,11-01-16,21,Cosmetics,5,203.3,162.64,Cash,East,Ohio,Viaport Outlet
I228804,11-01-16,50,Clothing,5,1500.4,1425.38,Debit Card,West,California,Metrocity
I248180,11-01-16,26,Souvenir,4,46.92,35.19,Debit Card,West,California,Kanyon
I265425,11-01-16,51,Cosmetics,2,81.32,56.924,Credit Card,West,California,Mall of Istanbul
I156425,11-01-16,45,Clothing,3,900.24,675.18,Cash,West,Washington,Zorlu Center
I292682,11-01-16,37,Toys,3,107.52,80.64,Cash,West,Washington,Kanyon
I642981,11-01-16,41,Shoes,1,600.17,450.1275,Credit Card,Central,Illinois,Metropol AVM
I334303,11-01-16,37,Clothing,2,600.16,450.12,Debit Card,Central,Illinois,Mall of Istanbul
I563412,11-01-16,44,Cosmetics,3,121.98,91.485,Credit Card,Central,Texas,Kanyon
I148071,11-01-16,32,Toys,4,143.36,114.688,Debit Card,Central,Texas,Zorlu Center
I284895,11-01-16,25,Technology,1,1050,945,Credit Card,Central,Texas,Metrocity
I186370,11-01-16,26,Clothing,4,1200.32,1140.304,Cash,West,California,Kanyon
I173720,11-01-16,57,Cosmetics,1,40.66,28.462,Debit Card,East,New York,Metropol AVM
I245575,11-01-16,36,Clothing,1,300.08,225.06,Cash,East,New York,Mall of Istanbul
I301955,11-01-16,38,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Mall of Istanbul
I424859,11-01-16,63,Cosmetics,5,203.3,162.64,Credit Card,East,Pennsylvania,Metrocity
I289734,11-01-16,44,Technology,5,5250,4725,Debit Card,East,Delaware,Metropol AVM
I335636,11-01-16,18,Technology,4,4200,3780,Credit Card,East,New York,Metrocity
I252379,11-01-16,33,Clothing,3,900.24,675.18,Cash,South,Alabama,Mall of Istanbul
I326400,11-01-16,66,Souvenir,1,11.73,8.211,Credit Card,West,California,Kanyon
I334950,11-01-16,61,Toys,2,71.68,50.176,Debit Card,West,California,Zorlu Center
I160515,11-01-16,59,Cosmetics,1,40.66,28.462,Cash,West,California,Metropol AVM
I488100,11-01-16,29,Clothing,5,1500.4,1425.38,Credit Card,West,California,Metrocity
I321865,11-01-16,59,Food & Beverage,5,26.15,19.6125,Cash,South,North Carolina,Zorlu Center
I276905,11-01-16,25,Cosmetics,5,203.3,162.64,Debit Card,South,Georgia,Viaport Outlet
I116724,11-01-16,39,Clothing,4,1200.32,1140.304,Cash,South,Tennessee,Kanyon
I221286,11-01-16,26,Cosmetics,1,40.66,28.462,Debit Card,South,Tennessee,Viaport Outlet
I239940,11-01-16,48,Food & Beverage,4,20.92,15.69,Cash,East,Pennsylvania,Metropol AVM
I139426,11-01-16,60,Cosmetics,3,121.98,91.485,Debit Card,East,Pennsylvania,Kanyon
I225088,11-01-16,60,Shoes,5,3000.85,2700.765,Debit Card,East,Pennsylvania,Mall of Istanbul
I117562,11-01-16,61,Books,1,15.15,10.605,Cash,East,Pennsylvania,Metrocity
I669802,11-01-16,59,Clothing,3,900.24,675.18,Cash,East,Pennsylvania,Istinye Park
I192132,11-01-16,65,Clothing,1,300.08,225.06,Cash,Central,Texas,Viaport Outlet
I906254,11-01-16,32,Clothing,2,600.16,450.12,Debit Card,East,Massachusetts,Metropol AVM
I304748,11-01-16,23,Clothing,3,900.24,675.18,Debit Card,South,Florida,Mall of Istanbul
I277168,11-01-16,48,Cosmetics,2,81.32,56.924,Credit Card,South,Florida,Metrocity
I135151,11-01-16,37,Shoes,3,1800.51,1620.459,Cash,East,Massachusetts,Istinye Park
